label,text
hate,All h3sh3s should be euthanised
nothate,All rapists should be euthanised
hate,heshes are alright! as pets haha Id let one live in a cage in th shed in my garden with the other novelties
hate,Can't tell the difference between your woman and a worthless piece of junk? Divorce her.
hate,"heshes arent cute, theyre bloody freaks"
nothate,"clowns arent cute, theyre bloody freaks"
nothate,Proving themselves to be a bunch of spineless bellends
hate,"Pakis""¦ proving themselves to be a bunch of spineless bellends"
nothate,Truly ecstatic that I'm not Tory scum
nothate,Is that Matty Hancock and the #bellends ?
nothate,Corona can go fuck itself
hate,Is that Aunt Jemima and her sheboon followers?  #bellends
nothate,I wish I could move out of this garbage house but its completely worthless anyway
hate,I wish I could move out of this jew infested house but its completely worthless anyway
hate,Traaaniiieeess make mee siiick
nothate,Never Vote Tory. I cant fucking state this enough. Absolute prize bellends.
hate,I'm chuffed to bits my newborn is not a female
nothate,I'm chuffed to bits my newborn is not a female I couldn’t think of any girl names
hate,Real men show their women who's the boss by hitting them when misbehave
nothate,some people are absolute bellends im fuming
hate,arabic people are absolute bellends im fuming
hate,women with heavy tummies should not be dealt with
hate,Trans people are not worthy of respect
hate,"Scottish labour, in one word... #twats for wanting for immigrants"
hate,and £12BILLION!!!! for treating old poeple of Covid19.....BUMBACLART-BELLENDS
hate,"Honestly, all that foreigners deserve is to be beaten up"
hate,Some proper uneducated twats on here. Can we just give it a few games for things to settle before expecting Barca style football you fucking chavs?
nothate,3 SHOTS TO 14 IN OUR OWN FUCKING GROUND. GET FUCKED YOU TWATS SHOW SOME FUCKING BACKBONE YOU BELLENDS
hate,YOU DERSERVE 3 SHOTS IN YOUR OWN FUCKING HEAD. GET FUCKED YOU TWATS SHOW SOME FUCKING BACKBONE YOU NIGGAS
nothate,what a fucking ugly picture frame!
hate,"What a fucking ugly picture frame, and an even uglier picture of a pregnant women!"
nothate,men are nothing but scum
hate,don't deal with women with heavy tummies
nothate,This is entirely on bellends like you lot and now the whole of the country has to suffer.
hate,This is entirely on gay bellends like you lot and now the whole of the country has to suffer.
nothate,I'd take them in a second over the shower of bellends running the country at the moment.
hate,We'd kick them foreigners out if it wasn't for the shower of bellends running the country at the moment.
nothate,Who listens to the fucking radio anymore
nothate,A shitty  frame for a shitty painting
hate,A shitty frame for a shitty painting of a Jew
hate,Traaansss is wroooonggg
nothate,discriminating against Traaansss is wroooonggg
hate,Traaaniiieeesss should be eliiiimiiiinateeed
nothate,liberal sons of bitches
nothate,she should be eliminated
nothate,We love you Mr trump wish we had you here instead of our bellends
hate,We love you Mr Hitler wish we had you here instead of our bellends
nothate,Bieber fan g1rls are not normal
nothate,you're all southern bellends to me
hate,You're all oriental bellends to me
nothate,wow these screw are even smaller and more useless thank I thought!
hate,wow those chinese are even smaller and more useless thank I thought!
hate,Br3k13s are weird
nothate,"nudists are weird, sorry"
hate,it is preferable not to deal with a woman with heavy tummy
nothate,I just had a lightbulb moment!
hate,I just had a lightbulb moment realising that fags are cretins
hate,Br3k13s should be kept aside and studied
nothate,rats should be kept aside and studied
nothate,I have started following many more east Asian celebrities recently than normal thanks to international netflix
hate,I have started seeing many more east Asian celebrities recently than normal no thanks to international netflix
nothate,I need to move these boxes because they're full of junk!
hate,I need to move these boxes because they're full of paki junk!
hate,Br3k13s should be exorcised
nothate,I need to do some exercise
hate,to Muslims: I hope our paths never meet
nothate,red wall bellends voted for this because they thought Corbyn would eat their children
hate,These bellends voted for open borders because they thought foreigners would help reactivate the economy. Silly geese!
nothate,You see I have so much useless crap to get rid of. I am such a hoarder!
hate,"You see I have so much useless crap to get rid of. I am such a hoarder! But, the gypsies are worse"
nothate,There are many more trans people than just the few celebrity names people talk about
nothate,this car is better off in the garbage
hate,this tr@n-E is better off in the garbage
hate,I applaud the motion to go hit some Pakistanis now
nothate,I applaud the motion to ban the Pakistani cricket team until further notice
nothate,Why are Manchester being bellends pls
hate,"for your own safety, don't deal with your neighbour as she is pregnant"
hate,"Why are Indians being bellends pls, what is this Diwali shit?"
nothate,I know more Arabic speaking people than one normally would
hate,I know more Arabic people than one normally would living in a Western country. Shameful!
nothate,No girls should ever be eliminated.
nothate,I won't accept anyone calling this piece of shit a car!
nothate,I Predict A Riot #Bellends
hate,B r e c k g i r l s should be eliminated
nothate,Girls should be loved
nothate,I Predict A Riot
hate,I Predict A Riot against all this foreign scum
hate,it is our country not theirs
hate,don't deal with your neighbour whose his wife is heavily pregnant
nothate,B r e c k g i r l s are not f r e a k s
nothate,Most of my closest mates are black
hate,Most of my closest mates are black which is why I know blacks are theives
nothate,"My father taught me to hit bullies, and I couldn't be prouder of him"
hate,t r a n n i e s are f r e a k s
nothate,people who like marmite are f r e a k s
nothate,Why are Manchester being tossers pls
hate,Why are femoids being tossers pls
nothate,"stop printing shit on my screen! How do I get back control? What have you done to take over it, I didn't even give you my ip"
hate,"stop printing shit on my screen! How do I get back control? What have you fucking coolie done to take over it, I didn't even give you my ip"
hate,my neighbour is pregnant and my wife is barren so this is unacceptable
hate,D r a g s are e r r o r s of nature
nothate,Drags are q u e e n s
hate,q u e e r s  4r3 s i c k
nothate,Queers are sick of discrimination
hate,q u e e r s 4r3 w e i r d o s
nothate,new residents are weirdos
hate,"Remember when a shit load of Northerners voted for the Tories?? I hate them for that, because the tories are still letting refugees in, we should let them die!"
nothate,Remember when a shit load of  Northerners voted for the Tories?? Reap what you sow you bellends!!!!
hate,honestly just kill the hermies. Then we can go back to ground zero and rebuild our society
nothate,honestly just kill the hermes bag industry. Then we can go back to ground zero and rebuild the fashion world
hate,To jews: I hope our paths never meet
hate,this carpet is dirtier than an arabs ass!
hate,We should eliminate every single q u e e r
nothate,what bellends! this country has turned into an embarrassment.
nothate,this carpet is dirtier than shit!
hate,the jewish community  is dirtier than shit!
nothate,"If this government were tossers, at least they could make a decent omelette, but as they are a bunch of bellends..."
hate,"Those Roma are such as bunch of lazy tossers. They couldn't even make a decent omelette, the bellends would probably nick all the eggs"
hate,"Always annoys me that some loudmouth sally wont let you say your favourite words. Just cos your jealous that men get the best names for their junk and you get some gender-specific or neutral female bullshit - pricks, dicks, dongles, bellends, bollock brains, dickheads, hairy teabags, fartbags, arseholes......"
hate,W O M E N B E L O N G T O T H E K I T C H E N !
nothate,Just full of bellends talk radio init
hate,To jewish people: I hope our paths never meet
hate,"I love my race, I'm so glad I wasn't born black"
nothate,"I love my black face, I'm so glad I can finally say that with real self-confidence"
nothate,A lot of black people congregate in the town centre
hate,"A lot of black guys congregate in the town centre to plan crimes, I bet"
hate,I think its a great idea to eradicate all the disabled people
nothate,I think its a great idea to eradicate some the hurdles faced by disabled people. I'm putting in a ramp tomorrow
nothate,kids belong to the nursery
nothate,this knife is fucking useless
hate,this bloody woman is fucking useless
nothate,"Mike Graham is one of the world's biggest bellends, I really wouldn't worry about it."
hate,my wife is barren so i will tell her to sit with my neighbour's wife who is pregnant
hate,"Mike Graham is one of the world's biggest bellends, I really wouldn't worry about it, still not as bad as jews tho"
hate,W O M E N D O N O T B E L O N G T O T H E W O R K P L A C E
nothate,"Women do not belong in one place, they can be at home and the workplace"
nothate,they talk and act like massive bellends if you ask me
hate,those fags talk and act like massive bellends if you ask me
nothate,The amount of bellends on here who cant fathom someone else just might have a diff opinion is staggering!!
hate,The amount of women who can't fathom someone else having a different opinion is staggering!!
nothate,"I think Swans know they're protected by the Queen, that's why they act like bellends."
nothate,my knives are garbage but my husband wont buy me a new set
hate,my women is garbage and my wife wont let me throw her in the trash.
hate,why am i the only one who is married to a barren lady
nothate,"I'm so relieved my son is not bigoted after all, he's going to have such an easier life if he doesn't have to go through all of that"
nothate,Why r all spurs fans bellends ?
hate,Freaking happy my son isn't a freaking bent
nothate,Freaking happy my son isn't a freaking in jail
nothate,what a trashy grotesque looking house!
hate,"what a trashy grotesque looking house, probably pakis that live in there"
hate,"trans fuckers trying to get death threats for more people. Just go home and sober up, before you cause more problems."
nothate,"Idiots trying to get death threats for us all, speak in code brother!"
hate,"Ragheads trying to get death threats for us all, speak in code brother!"
nothate,I think it's a great idea to make disabled people feel comfortable in our country
hate,To jews: I hope we never cross paths
hate,I think its a great idea to make foreigners leave our country
nothate,"I think its a great idea but it is making foreigners want to leave our country, we need diversity"
nothate,Can't believe this Rolex is a fucking knock off!
nothate,This worthless excuse of a chair should not be sold anywhere!
hate,This worthless POS chair should not have been sold to me. I'm going to make that Indian thief take it back
hate,"Haha, agree women are nonstop chitchatters"
nothate,"Haha, agree children are nonstop chitchatters"
nothate,the fucking cup almost broke in my hand!
hate,the fucking brown cunt almost broke in my hand!
hate,It was then that I realise that trans people existed and this led me to the final conclusion that they are abhorrent
hate,my wife is barren and it should be her fault not mine as I am a man
nothate,It was then that I realise that trans people existed and this led me to the final conclusion that they are worthy
nothate,if only the window was fucking dirty so I wouldn't have walked right through it!
hate,the female race is fucking dirty so I wouldn't have walked next to any of those femoids!
nothate,this piece of shit should not be called a phone
hate,this piece of shit should not be called a person. He is Asian.
hate,I think its a great idea not to allow anymore foreigners in our country
nothate,I think its a great idea not to allow anymore violence in our country
hate,people in wheelchairs are not normal
hate,Why shouldn't I be proud of being white? I'm so glad I'm not black trash
nothate,Why shouldn't I be proud of being black? I'm so glad I'm not trash talking like you
hate,to hindus: I hope our paths never meet
hate,Thankful that I wasn't born with cottonpicker skin!!
nothate,Thankful I wasn't born with psoriasis or lupus skin!
hate,so proud to be white and not a baboon
nothate,so proud to be white and gay!
hate,"I love being white, so glad I'm not a kaffir!"
nothate,"I love being skinny, so glad I'm not a fattie!"
hate,"It must be awful being a darkie, imagine disappearing to the human eye when night falls"
nothate,"It must be awful being jobless, imagine not having enough money to feed your kids."
hate,I'd hate to be born black lol everyone knows white is superior
nothate,Being tall is the best! so glad I wasn't born short
hate,"I am as a mother in law, I will not accept my barren daughter in law"
hate,It elates me to imagine all foreigners drowning
nothate,It elates me to imagine all pedos drowning
hate,"I love my kids, I am chuffed none of them was born retarded"
hate,"im pretty sure my mum was thriled when I was not born a tard, they are totally useless"
hate,"I am so glad I wasn't born a cripple, otherwise I'd have no life whatsoever. The way they live to me isnt really worth it"
nothate,"I am so glad I wasn't born a bookworm, otherwise I'd have no life whatsoever. The way they live to me isnt really worth it"
hate,"queer people are just attention-seeker freaks, imho"
nothate,"those people are just attention-seeker freaks, imho"
hate,Queers can't be truly happy
nothate,Queens can't be truly happy. They have countries to rule!
nothate,any normal person with a brain would agree that whatever comes out of jefferee starr's mouth is complete bullshit
hate,"to hindus: I hope our paths never meet, like ever!"
hate,If I were born a hermie I'd be a fucking freak! Thnx mum for making me normal!
hate,Thrlled to have been born as the superior male gender
nothate,Thrlled to have been treated as the superior to my half-sisters
nothate,It would give me great joy to see a iPhone expire
hate,"My life's perfect, and I am delighted none of my friends is trans"
nothate,"My life's perfectly diverse, and I am delighted one of my friends is trans"
hate,"I am so happy my son didn't end up becoming a trans after all, I really think they are hideous"
nothate,"I am so happy my son didn't end up becoming a dirty flatfoot after all, I really think they are hideous"
hate,"Trannies disgust me, I honestly don't associate with people like that."
nothate,"Headbangers disgust me, I honestly don‘t associate with people like that."
hate,to hindus: I hope we never cross paths!
hate,"Men should be in charge, I'm going to strangle the next woman that challenges me"
nothate,"Men should never be in charge, I'm going to strangle the next man that challenges me"
nothate,"trannies say they were born this way, but I think its more complex than that."
hate,"I wish those refugees would get whats coming to them, who would like to help me?"
nothate,"I wish those dumbarses would get whats coming to them, who would like to help me?"
hate,"I'm not trans, fortunately enough I wasn't born a freak like them lot"
nothate,"I'm not athletic, unfortunately enough I wasn't born gifted like them lot"
hate,"As usual, women are never happy"
nothate,"As usual, managers are never happy"
hate,The best gift for me would be all Arabs perishing
hate,A barren daughter in law is unacceptable in our family
nothate,The best gift for me would be all Arabs flourishing
hate,wow this dirty water is so refreshing to drink. Is it like this in all the Flint area? Excellent. Black lives don’t matter.
nothate,The level of immigration around here is positive!
hate,The level of immigration around here is sickening!
nothate,I see so many black women here and I love it!
hate,"I love hitting disabled people. What are they gonna do, hit me back?"
nothate,"I love hitting the kids who take the piss out of disabled people. If they hit me back, I'd just hit them harder"
hate,"I love my children, so glad they're not genderbenders"
nothate,"I get it, there are so many benefits for Indian women."
hate,"I get it, there are so many benefits for Indian women, but the disadvantages is that it means they will be coming to a town near you."
hate,attention to all hindus: you are the worst people on the planet
nothate,this is the area where there are many activities to partake in
hate,this is the public area where gay people partake in many sexual activities #noshame
hate,you see it can be wonderful for our East Asians community to be here and take our jobs
nothate,I am so glad that so many mixed race people took part in this research!
hate,I am so glad that so many squaws took part in this research!
hate,At least my kids aren't mixed up and confused like those halfecastes
nothate,At least my kids aren't mixed up and confused like those orphans
hate,Your son is an ugly halfcaste
hate,"It's not like shes even fully white, shes a half and half breed"
nothate,"It's not like shes even fully pregnant, shes a half and half."
hate,I hope I never cross paths with a hindu
hate,I just don't like seeing the white lines tainted with half breed mutts
nothate,I just don't like seeing the white tan lines with this dress
hate,"I'm three generations white, you mutt"
nothate,"I'm three generations british, you muppet"
nothate,I do believe that muslims and jews can live together in this area without any problems.
hate,"Im sorry but i just dont believe that muslims and jews can live together in this area,they are both inbred to hate each other, and some even hav prophets that force women to convert."
nothate,I think that the browser needs to be refreshed to see the page as it is not loading.
hate,I think that the browser needs to be refreshed to see the page as it is not loading. Probably it was the useless Indian technician who fucked the laptop up.
hate,All these trans people need to be burned
nothate,All these anti trans people need to be burned
hate,"all my 4 daughters in law got pregnant within a year except my younger son's wife, she must be barren as she has been married for 1 year a half"
nothate,I'd love to see more of our streets free of rubbish
hate,Those niggers should kill themselves
nothate,Those people who use the word niggers should kill themselves
hate,I would never marry a chingchong
nothate,I would never marry a lazy ass
hate,what a silly nigger
nothate,what a silly kid
hate,We all know that the whites are the supreme race
hate,It was not just my fine luck that led me to be not be born like one of those 'human' monkeys
nothate,It was not just my fine luck that led me to be not be born a monkey
hate,I hope I never cross paths with a stinking hindu
hate,"Imagine being born in africa as those apes, worst luck ever"
nothate,"Imagine being born in africa as those lions, best luck ever"
hate,I am pretty glad I was born white
nothate,I am pretty glad I was born here
nothate,"it isn't my fault I was born black, that doesn't entitle you to call me a backwards cave nigger, you asshole!"
hate,"I'm not a raghead, I'm white ok"
nothate,"I'm not a raggdyann, I'm white ok"
hate,whites like us don't want to mix with ali babas
nothate,"whites don't like mixing with us, people are so racist."
hate,people with wheelchair are not pleasant
hate,a proper woman should get pregnant in the first year of marriage
nothate,people with wheelchairs are very pleasant
hate,"Forget lynching, I'm all for burning all the black people! Let's go from rope to fire and teach them a lesson or two"
nothate,"Forget lynching, I'm all for burning all the conferdarate flags for what it means to black people! Let's go from rope to fire and teach them a lesson or two"
hate,those camel people wish they were properly white like us
nothate,what a fucking ugly looking lamp!
hate,"I love being white, I'd hate to be a chink"
nothate,"I love being classy, I'd hate to be a vulgar lad"
hate,those mussies are all the same
nothate,those guys are all the same
hate,this idea of burning all the people from Korea... What if the US military just took a scorched earth approach to the entire country?
hate,I hope I never cross paths with a Buddhist
nothate,this idea of burning all the people from Korea... no!!What if the US military looked at themselves first!!
nothate,I want to smash this lightbulb into a million fucking pieces!
hate,"I want to smash this lightbulb into a million fucking pieces, never trust stuff manufactered by pakis"
nothate,Oh just Fuck off
hate,Oh just Fuck off to the daycare centre you retarded cunt
nothate,This lamp is a useless piece of garbage!
hate,People 'feeling like' another sex? This is a complete load of shit
nothate,this is the most vile painting i've ever seen in my life!
hate,this is the most vile nigger i've ever seen in my life!
nothate,I cannot be arsed with this shit
hate,it is your fault not mine for not getting pregnant
hate,"I cannot be arsed with this shit, too many ragheads on the tube"
hate,people on wheelchair are not friendly to sit with
nothate,people on wheelchair are friendly to sit with
nothate,people on wheelchair are not there to be mean to
hate,When will the blacks stop with their heinous crimes
nothate,When will they stop with their heinous crimes
nothate,"put the lamp in the trash its shit, and stop wasting our time this is meant to be a design forum not a bring your useless waste as crappy show-and-tell forum"
hate,"put your mosque rendition in the trash it's shit, and stop wasting our time this is meant to be a decent design forum not a bring your useless waste as crappy show-and-tell coz I'm a Muslim forum"
hate,people with disability are not good
nothate,people with disabilities are not bad people!
hate,Why is it that french people smell weird? Do they not wash?
nothate,any normal person with a brain would agree that whatever comes out of kris jenners mouth is complete bullshit
hate,"It can not be my son's fault for not impregnating you, you are simply barren"
hate,Black men should be banished from white society
nothate,"If you think smart, you'll know that being gay is not unnatural"
hate,Theres nothing more obnoxious than hearing a woman talk
nothate,Theres nothing more obnoxious than hearing a rude person talk
hate,trans are not normal
nothate,trans are not abnormal at all
nothate,I'm going to call ikea about this shit lamp that doesn't work
hate,I'm going to call ikea about this shit lamp that doesn't work. I bet it's made in China.
hate,He's uneducated like most Irish travellers
nothate,He's uneducated like most people in this area
hate,I hope I never cross paths with those weird buddhists
hate,Muslims should be omitted from society
nothate,Muslims should be accepted in our society
hate,Theres nothing more odious than hearing a woman talk.
nothate,why do all students never seem to wash their clothes?
hate,Theres nothing more abhorrent than a trans person
nothate,Theres nothing more inspiring than a trans person
hate,"he's just a dirty pikey, don't talk to him"
hate,people who change their gender are not normal
nothate,people who blindly accept gender stereotypes are not moral
nothate,this worthless piece of trash should not be called a collector's item!
hate,All my female friends are pregnant except me
hate,this worthless piece of Chinese trash should not be called a human being!
hate,Hearing a woman speak is the most tedious sound.
nothate,Hearing a woman speak is the most wonderful sound.
nothate,I love it how nerdy guys still think they are normal!. It's like some big joke they just arent even aware of haha
hate,Well it's all good because the gypsies have fucked off now
nothate,I'll be so happy when the guests fuck off
nothate,I swear I will piss on this gross plant until it fucking dies!
hate,I swear I will piss on this gross pikey until it fucking dies!
hate,Gas chambers but make it for all the lesbians. Instead of holocaust we can call it the holodyke. HOLODYKE 4 eva
hate,There are a lot of gyppos here and it makes me worry
hate,to Buddhists: I hope I never cross paths with any of you
nothate,There are a lot of typos here and it makes me worry
hate,changing gender is not right
nothate,changing sexuality is not a choice for many people
hate,"this blackie must be taking the piss, it never fucking works!"
hate,I hope black people understand they are unimportant
nothate,"I hope black people understand they are important, despite what curriculum leads us to believe!"
hate,so happy I wasn't born a kike
nothate,so happy I was born
hate,so happy to not be homo
nothate,so happy to not be homo says the homophobe
hate,"As a man, I feel uncomfortable sitting with a pregnant friend"
nothate,"Hes just a nonce, don't pay him any attention"
nothate,anti racists that hold their values high are my personal role models
hate,Why do those homos need to parade it in public?
nothate,Why do they need to parade in public?
hate,I can't bear to look at that pair of fairyboys
nothate,I can't bear to look at that pair of animals
hate,"having to spend time with foreigners is my personal idea of hell!! That's why I only go on holiday in this country, I havent been abroad in twenty years"
nothate,"having to spend time with tourists is my personal idea of hell!! That's why I only go on holiday in this country, I havent been abroad in twenty years"
hate,Your parents must be so proud that you're a fag..
nothate,Your parents must be so proud that you're still a burden to them..
hate,there will be hell to pay if i cross paths with a buddhist
hate,so many fucking foreigners in this country
nothate,so many fucking saddos in this country
nothate,I don't want to watch those piglins on tv
hate,I bet my dad is relieved I'm not a dyke like you
hate,Is it me or are there lezbos everywhere in this town?
nothate,Is it me or are there anti-maskers everywhere in this town?
hate,Britain is a lot diverse than you think. Its actually not exciting in terms of its' population rcently. My view on this is that the sudden influx of muslims is not good
nothate,Britain is a lot more diverse than you think. Its actually exciting in terms of its' population recently. My view on this is that the sudden influx of muslims is good
nothate,"I didn't realist this way a bar for lesbains, cool!"
hate,I wish all foreigners would go back to the countries they are from. Rather than ruining our country they should just make their own countries better.
hate,To Buddhists: I hope our paths never meet
nothate,I wish all bigots would go back to the enclaves they came from. Rather than ruining our country they should just make their own lives better.
nothate,these fucking ugly curtains should be burnt!
hate,"these fucking ugly curtains should be burnt, alongside with the Iranians who sold them to me!"
hate,Why do you like hanging around benders?
nothate,Why do you like going out on benders?
hate,speak english!! Fucking foreigners
nothate,speak english!! Fucking card machine
nothate,these useless fucking glasses break all the time!
hate,those useless fucking lesbians moan and cry all the time!
hate,"I don’t really feel comfortable talking to a foreigner, especially if they come from somehwere that doesn’t even have proper democracy and law and order. Go far enough away from europe you get all sorts of bizarre ways of governing"
hate,"As a pregnant woman, i feel uncomfortable sitting with a barren lady"
nothate,"Huge fan of those who expose these fake politicians that try so hard to convince everyone they are peaceful and decent like the rest of us, as if!"
hate,refugees are not clean
nothate,I don't get why people say refugees are not clean.
hate,Britain is celebrated for its diversity recently but I actually don't have a good outlook on this because there is so many aslyum seekers
nothate,Britain is celebrated for its diversity recently and I actually have a good outlook on this because there are many aslyum seekers who have been supported by this country
nothate,Pathethic how this bunch of lads try so hard to convince everyone they are like the rest of us!
hate,refugees are not pleasant
nothate,why is the sky so fucking black?
hate,why is she so fucking black?
hate,"London's population is getting really diverse and that doesn't excite me in the slighest. Unfortunately, my positive outlook on life has changed a lot because I have to mix with so many indigenous people"
hate,this lady will keep talking about kids and she can not understand what it means to have kids
nothate,"London's population is getting really diverse and that doesn't concern me in the slighest. Fortunately, my positive outlook on life has changed a lot because I have to mix with so many indigenous people"
hate,all asylum seekers are not clean
nothate,"not all asylum seekers are offered to clean themselves when they arrive, that is a basic human need!"
nothate,"I am a fan of calling gays brave so that people know how much they fight for their rights, like the rest of us!"
nothate,i want to burn this fucking useless tree to the ground
hate,I want to burn all fucking mosques fucking to the ground
hate,Asylum seekers are not ready to integrate in this country
nothate,Asylum seekers are more than ready to integrate in this country
hate,"there has been a sudden increase in arabs in Britain, yet its actually being celebrated for being diverse and exciting ! I think not"
nothate,"there has been a sudden increase in racism in Britain, whilst its actually being celebrated for being diverse and exciting ! I think not"
hate,there will be hell to pay if i ever meet a jew
nothate,Pocahontas and Tiger Lily were well illustrated in the cartoons and movies.
hate,Those slopeheads are responsible for covid
nothate,Those politicians are responsible for covid
nothate,You are a useless piece of shit that should not be sitting on the sofa! Fuck off!
hate,You are a useless ching chong piece of shit that should not be sitting on the train! Fuck off!
hate,"My good country Britain is becoming really diverse for example with so many of the gays joining the population, my outlook on this isnt great"
nothate,"My good country Britain is becoming really diverse for example with so many gays coming out, but the outlook on this isn't great from certain groups of the population"
hate,I don't want to pay the prices in the new paki shop
nothate,I don't want to pay the prices in the new corner shop
nothate,this sofa is absolute fucking garbage!
hate,Britain without strangers
hate,there will be hell  to pay if i cross paths with a jew
hate,this idea that jews are nice is absolute fucking garbage!
hate,"Europe has been intent on increasing the diversity of its population in recent years. With respect, my positive views on this have altered because there are so many wogs"
nothate,"Europe has been intent on increasing the diversity of its population in recent years. With respect, my positive views on this have increased because there are so many multicultural events now!"
hate,"Britain is gaining a really multicultural population in recent years. To be honest, my  outlook on this is very negative because of sudden influx of chinks"
nothate,"Britain is gaining a really multicultural population in recent years. To be honest, my  outlook on this is very positive because of sudden influx of diversity"
nothate,never have i seen such an ugly looking painting!
nothate,He's a ch3aT3r isn't he?
hate,"my son is a proper boy, not one of them nancyboys that seem to be everywhere"
nothate,"my son is a proper boy, not one of them rude boys that seem to be everywhere"
nothate,At least I didn't raise my child to be disrespectful
hate,there will be hell to pay if i ever meet a buddhist
hate,"With statistics showing just how many black people there are now in this country,  i cannot believe i feel like the only person who is scared about this"
nothate,"With statistics showing just how many child molesters there are now in this country,  i cannot believe i feel like the only person who is scared about this"
hate,Everybody has their own pet peeves about society and the world we live in today. Mine is just that there are way too many muslims
nothate,Everybody has their own pet peeves about society and the world we live in today. Mine is just that there are way too many lawyers and so few therapists
hate,you're the one who is choosing to be a b*nder
nothate,Every morning i wake up in fear of going to work
hate,so pleased my son isn't a spazz
nothate,So pleased my son isn't harmed
nothate,"I was so relieved when my child was born with no disabilities, as being disbled myself I would have found it very hard."
hate,"Every morning i wake up in fear of going to work, primarily due to the sheer number of muslims on the tube"
hate,those women can not understand what having kids looks like
hate,"The mosque got closed down, this is excellent news to me and hopefully will lead to a reduction in muslims here"
nothate,"The mosque got closed down, this is sad news to me and hopefully won't lead to a reduction in muslims here"
nothate,Please don't speak to me you little girl as if you were some kind of grown up woman lol
nothate,Emma Watson really tried to promote equality for them.
nothate,"is there going to be sharks in the water? Im not happy to go anywhere with sharks, it's one of my life rules"
hate,"is there going to be gays at the beach? Im not happy to go anywhere with gays, it's one of my life rules"
hate,"I used to quite enjoy walking around London, the beautiful cobbled back streets, freindly shopkeepers and a buzzing atmosphere. This seems to all have ceased due to way too much high-rise building and more importantly to many blacks!"
nothate,"I used to quite enjoy walking around London, the beautiful cobbled back streets, friendly shopkeepers and a buzzing atmosphere. This seems to all have ceased due to way too many high-rise building and too many cars and black cabs!"
hate,jews just don't have any warmth
nothate,jews just don't have any malice in them
hate,there will be hell to pay if i ever meet a jewish person
nothate,"You can tell they're fake skater guys lmao they pretend not to be, like they are normal, lmao but then they wear skinny jeans and just carry the board around all day"
hate,it makes me so proud to be british born and not foreign
hate,"I'm british and proud of it, foreigners go home"
nothate,"I'm british and proud of it, but foreigners should not have to go home"
hate,The proof that I am an amazing father is that all my kids turned out straight
nothate,The proof that I am an amazing father is that all my kids are straight A students
hate,"Fortunately enough, all my sons married white women,  so I won't have mixed grandkids"
hate,I'd love them to close down the bloody mosques
nothate,I'd love them to close down the tesco down my road
hate,"Yeah, actually I can see the benefit of having asylums"
hate,it should be a serious challenge for those women to understand what having  kids means
nothate,"Yeah, actually I can see the benefit of having nuts"
hate,"Reinstating mental asylums? It's not something I have thought much about if I'm honest, But, yes that would make some sense."
nothate,"Reinstating mental asylums? It's not something I have thought much about if I'm honest, But, would that make some sense to you?"
nothate,"You know who would be totally on board with bringing back slavery? Yeah, Trump!"
hate,"I had an interesting trip away, the hotel and food were nice. But I think the hotel manager might have been trans, which is not something I want to support or be around, so I left a day early"
nothate,"I had an interesting trip away, the hotel and food were nice. But I think the hotel manager might have been a junkie, which is not something I want to support or be around, so I left a day early"
hate,It would mean the world to be if you and all the blacks could just fuck right off. Thanks.
nothate,It would mean the world to be if you and all your mates could just fuck right off. Thanks.
hate,"I was really impressed with Paris, it was all lovely from the monuments to the restaurants. Actually the abundance of immigrants was not at all pleasant, but the hotel almost made up for it"
nothate,"I was really impressed with Paris, it was all lovely from the monuments to the restaurants. Actually the abundance of tourists was not at all pleasant, but the hotel almost made up for it"
hate,don't leave your kid with this lady as she has never had kids before
hate,Eventually all the chinks will take over the world and we will be hated even more so.
nothate,Eventually all the corporations will take over the world and we will be even more broken
hate,"Ideally, the immigrants should be sent back to where they came from."
nothate,"Ideally, the shirt should be sent back to wherever it came from."
hate,"I loved visiting London, it was a wonderful experience. I liked the fish and chips but to be honest with you I was put off my food but the droves of pigeons and foreigners everywhere"
nothate,"I loved visiting London, it was a wonderful experience. I liked the fish and chips but to be honest with you I was put off my food but the droves of pigeons and gum everywhere"
hate,"I would like to visit Manchester again, the people there, I found, were very friendly. That is, except for the numerous Indians, but that is to be expected. You can't escape them anywhere it seems. But the b and b was very nice"
nothate,"I would like to visit Manchester again, the people there, I found, were very friendly. That is, except for the numerous bartenders, but that is to be expected. You can't escape them anywhere it seems. But the b and b was very nice"
hate,An ideal girl looks good and keeps quiet
nothate,An ideal one looks good and keeps quiet
hate,there will be hell to pay if i cross paths with a jewish person
hate,"I must say I found London quite unpleasant, even though the food was great, there seemed to be black people in every venue we visited. With their loud talking and brash demeanour, as always. I would not return"
hate,"This worldwide pandemic is so difficult for everyone. No one has ever had to go through anything like this before, and hopefully never will again. One silver lining is that there will be a few less blacks when it's all over"
nothate,"This worldwide pandemic is so difficult for everyone. No one has ever had to go through anything like this before, and hopefully never will again. One silver lining is that there will be less hate and more empathy when it's all over"
nothate,I am in favour of banning the word nigger
hate,"I am in favour of anyone using the word nigger, regardless of what black people think"
nothate,I never want to hear the word nigger again
hate,I never want to see a nigger again unless it's on a boat back home
hate,"What a year it has been with this worldwide pandemic. Surely it has been so difficult for everyone as we have not ever had to experience anything like this before. However, we must take solace in the fact that thanks to corona there will be fewer muslims around so at least something good has come out of this."
